diff	lwr	upr	p adj	location	day	ad_metric	q.value
ther-ctrl78	-0.781917733333334	-2.07073659736464	0.506901130697968	0.303905822945651	ic	84	invsimpson	0.683788101627715
ther-sub78	-1.18972221794872	-2.42151319089327	0.0420687549958323	0.0598345598583385	ic	84	invsimpson	0.259507522672847
sub-ctrl79	0.131274876923076	-0.2924078465541	0.554957600400253	0.724435169452748	ic	84	shannon	0.999999984904248
ther-ctrl79	-0.467952366666667	-0.988107488707629	0.0522027553742954	0.0838409447363433	ic	84	shannon	0.297161461396554
ther-sub79	-0.599227243589743	-1.09636644735404	-0.102088039825446	0.0158715716396305	ic	84	shannon	0.150362257638605
sub-ctrl80	4.99999999999999	-33.223318023403	43.223318023403	0.942369832005942	jc	14	sobs	0.999999984904248
ther-ctrl80	13.8571428571428	-27.0053029226501	54.7195886369358	0.675447204741323	jc	14	sobs	0.999999984904248
ther-sub80	8.85714285714286	-32.0053029226501	49.7195886369358	0.850314511680216	jc	14	sobs	0.999999984904248
sub-ctrl81	3.31087700000002	-37.4220266462368	44.0437806462369	0.977301555718959	jc	14	chao	0.999999984904248
ther-ctrl81	16.5862858888889	-26.9590197718806	60.1315915496584	0.611058403310014	jc	14	chao	0.9953119360647
ther-sub81	13.2754088888889	-30.2698967718806	56.8207145496584	0.727393128186712	jc	14	chao	0.999999984904248
sub-ctrl82	4.84330055555554	-35.284029455233	44.9706305663441	0.950699410484381	jc	14	ace	0.999999984904248
ther-ctrl82	15.2620792698413	-27.6358409434109	58.1599994830934	0.649825696910936	jc	14	ace	0.999999984904248
ther-sub82	10.4187787142857	-32.4791414989665	53.3166989275379	0.816142331842133	jc	14	ace	0.999999984904248
sub-ctrl83	1.838589	-4.78115212810788	8.45833012810788	0.767299014560712	jc	14	invsimpson	0.999999984904248
ther-ctrl83	5.31219180952381	-1.76460913062365	12.3889927496713	0.166465841863563	jc	14	invsimpson	0.464555837758779
ther-sub83	3.47360280952381	-3.60319813062365	10.5504037496713	0.446938741698163	jc	14	invsimpson	0.840442488359895
sub-ctrl84	0.339537666666667	-0.565747408746757	1.24482274208009	0.62006375789039	jc	14	shannon	0.996531039466699
ther-ctrl84	0.225560158730159	-0.742230295428938	1.19335061288926	0.829245411142969	jc	14	shannon	0.999999984904248
ther-sub84	-0.113977507936508	-1.0817679620956	0.853812946222589	0.952999977070819	jc	14	shannon	0.999999984904248
sub-ctrl85	-27.525	-67.8188929682768	12.7688929682768	0.224433191207484	jc	2	sobs	0.573020913721235
ther-ctrl85	-17.2	-55.1894466110312	20.7894466110313	0.506400792592586	jc	2	sobs	0.898050666666656
ther-sub85	10.325	-29.9688929682767	50.6188929682768	0.800594222152181	jc	2	sobs	0.999999984904248
sub-ctrl86	-34.7378901	-78.1901242777375	8.7143440777375	0.13519159027745	jc	2	chao	0.394614139667275
ther-ctrl86	-22.4159187	-63.3830779597121	18.5512405597121	0.375053972266806	jc	2	chao	0.761143684595452
ther-sub86	12.3219714	-31.1302627777375	55.7742055777375	0.762018573922941	jc	2	chao	0.999999984904248
sub-ctrl87	-32.596148525	-75.3969696883849	10.204672638385	0.160447012453225	jc	2	ace	0.451257222524695
ther-ctrl87	-21.1725263	-61.5255274799762	19.1804748799763	0.404634168455107	jc	2	ace	0.787396219696424
ther-sub87	11.423622225	-31.3771989383849	54.2244433883849	0.785770433035387	jc	2	ace	0.999999984904248
sub-ctrl88	-1.907466925	-4.03992309208181	0.224989242081809	0.085846644403449	jc	2	invsimpson	0.297161461396554
ther-ctrl88	-2.2845153	-4.29501425510216	-0.274016344897838	0.0237165706298209	jc	2	invsimpson	0.172698413432345
ther-sub88	-0.377048374999999	-2.50950454208181	1.75540779208181	0.899031727579053	jc	2	invsimpson	0.999999984904248
sub-ctrl89	-0.544989675	-1.1809226329194	0.0909432829193979	0.103102297999912	jc	2	shannon	0.328467498052818
ther-ctrl89	-0.606419	-1.20598234256643	-0.00685565743356575	0.0470578438417472	jc	2	shannon	0.249739573167259
ther-sub89	-0.061429325	-0.697362282919398	0.574503632919398	0.968630027074441	jc	2	shannon	0.999999984904248
sub-ctrl90	-29.3666666666666	-62.1310713704239	3.3977380370906	0.0852471213320118	jc	35	sobs	0.297161461396554
ther-ctrl90	-2.89999999999998	-34.7905297612816	28.9905297612817	0.972273981192417	jc	35	sobs	0.999999984904248
ther-sub90	26.4666666666667	-6.29773803709057	59.2310713704239	0.13046839108107	jc	35	sobs	0.391405173243209
sub-ctrl91	-35.9181956888889	-73.8833507692098	2.04695939143205	0.0662749224394171	jc	35	chao	0.270649311379182
ther-ctrl91	-10.0680755	-47.0206439634767	26.8844929634767	0.778771613880661	jc	35	chao	0.999999984904248
ther-sub91	25.8501201888889	-12.1150348914321	63.8152752692098	0.227252450226127	jc	35	chao	0.576132972404264
sub-ctrl92	-33.3968008555555	-68.8740549505328	2.08045323942167	0.067901839349215	jc	35	ace	0.270649311379182
ther-ctrl92	-8.1081944	-42.6392178626262	26.4228290626262	0.830096256596815	jc	35	ace	0.999999984904248
ther-sub92	25.2886064555555	-10.1886476394217	60.7658605505327	0.198952275872848	jc	35	ace	0.519005937059603
sub-ctrl93	-1.90442751111111	-4.86115836504608	1.05230334282386	0.263353338218195	jc	35	invsimpson	0.636289944688257
ther-ctrl93	-1.1433131	-4.02118358615902	1.73455738615902	0.591315314563136	jc	35	invsimpson	0.976484005700591
ther-sub93	0.76111441111111	-2.19561644282386	3.71784526504608	0.799759293117906	jc	35	invsimpson	0.999999984904248
sub-ctrl94	-0.44647511111111	-1.17892499866637	0.28597477644415	0.300657115043679	jc	35	shannon	0.683788101627715
ther-ctrl94	-0.2049199	-0.917834269997689	0.50799446999769	0.75732897964853	jc	35	shannon	0.999999984904248
ther-sub94	0.241555211111111	-0.49089467644415	0.974005098666371	0.694507436955066	jc	35	shannon	0.999999984904248
sub-ctrl95	-6.44444444444444	-49.5408080426699	36.651919153781	0.925428826470254	jc	42	sobs	0.999999984904248
ther-ctrl95	13.3055555555555	-29.7908080426699	56.401919153781	0.721587490900505	jc	42	sobs	0.999999984904248
ther-sub95	19.75	-24.5957922912967	64.0957922912967	0.512954325242319	jc	42	sobs	0.905213515133505
sub-ctrl96	-11.7695031944445	-59.5293707457024	35.9903643568135	0.811314490364162	jc	42	chao	0.999999984904248
ther-ctrl96	4.54615805555554	-43.2137094957024	52.3060256068135	0.969015852560717	jc	42	chao	0.999999984904248
ther-sub96	16.31566125	-32.8288370198061	65.4601595198061	0.686349164004596	jc	42	chao	0.999999984904248
sub-ctrl97	-9.4097129861111	-56.2985524339565	37.4791264617343	0.870096888508735	jc	42	ace	0.999999984904248
ther-ctrl97	9.5953070138889	-37.2935324339565	56.4841464617343	0.86532127457669	jc	42	ace	0.999999984904248
ther-sub97	19.00502	-29.2431977456785	67.2532377456785	0.591025225237352	jc	42	ace	0.976484005700591
sub-ctrl98	2.52760572222222	-1.14021275072297	6.19542419516742	0.216312652303142	jc	42	invsimpson	0.556232534493793
ther-ctrl98	2.41190234722222	-1.25591612572297	6.07972082016742	0.245856850607471	jc	42	invsimpson	0.610403215301308
ther-sub98	-0.115703375000001	-3.88985744701795	3.65845069701795	0.996736042721935	jc	42	invsimpson	0.999999984904248
sub-ctrl99	0.555641083333333	-0.147225041757163	1.25850720842383	0.139324037168493	jc	42	shannon	0.400291281793841
ther-ctrl99	0.628334083333333	-0.0745320417571625	1.33120020842383	0.085480734407241	jc	42	shannon	0.297161461396554
ther-sub99	0.0726930000000001	-0.650550275985706	0.795936275985706	0.965522533309328	jc	42	shannon	0.999999984904248
sub-ctrl100	140	17.1386086007572	262.861391399243	0.0389579896837035	jc	56	sobs	0.229916004690709
ther-ctrl100	-38	-138.315906005505	62.315906005505	0.268061124762825	jc	56	sobs	0.639086125262365
ther-sub100	-178	-300.861391399243	-55.1386086007571	0.0244656085695822	jc	56	sobs	0.172698413432345
sub-ctrl101	134.9344715	-215.191592932865	485.060535932865	0.261361731041414	jc	56	chao	0.635744751181817
ther-ctrl101	-34.9785714999999	-320.855306003115	250.898163003115	0.777644134373236	jc	56	chao	0.999999984904248
ther-sub101	-169.913043	-520.039107432865	180.213021432865	0.182523276621333	jc	56	chao	0.494047966794586
sub-ctrl102	145.173125	15.5838238790285	274.762426120972	0.0402529882729112	jc	56	ace	0.231945047863609
ther-ctrl102	-49.090494	-154.899715290087	56.7187272900868	0.196311424175333	jc	56	ace	0.519005937059603
ther-sub102	-194.263619	-323.852920120972	-64.6743178790285	0.0228889848510655	jc	56	ace	0.172698413432345
sub-ctrl103	15.181456	-45.2757687792662	75.6386807792662	0.454237670263753	jc	56	invsimpson	0.840442488359895
ther-ctrl103	-1.15107249999999	-50.5141898246498	48.2120448246499	0.989705053631635	jc	56	invsimpson	0.999999984904248
ther-sub103	-16.3325285	-76.7897532792662	44.1246962792662	0.418368824691072	jc	56	invsimpson	0.805415919191368
sub-ctrl104	1.806195	-6.41312557057181	10.0255155705718	0.520679128160341	jc	56	shannon	0.905528918539724
ther-ctrl104	0.211697	-6.49935014342081	6.92274414342081	0.98132114647079	jc	56	shannon	0.999999984904248
ther-sub104	-1.594498	-9.81381857057181	6.62482257057181	0.58215899270681	jc	56	shannon	0.97399302002262
sub-ctrl105	-21.3	-67.7224079359071	25.1224079359071	0.499844908710024	jc	7	sobs	0.890812708592123
ther-ctrl105	-9.09999999999999	-55.5224079359071	37.3224079359071	0.878494634553026	jc	7	sobs	0.999999984904248
ther-sub105	12.2	-34.2224079359071	58.6224079359071	0.793055181513019	jc	7	sobs	0.999999984904248
sub-ctrl106	-24.7143339	-76.4861848065367	27.0575170065367	0.472877351623276	jc	7	chao	0.85977700295141
ther-ctrl106	-16.4977131	-68.2695640065367	35.2741378065367	0.71220167164665	jc	7	chao	0.999999984904248
ther-sub106	8.21662079999999	-43.5552301065367	59.9884717065367	0.9184457725267	jc	7	chao	0.999999984904248
sub-ctrl107	-23.7113857	-71.8081043783948	24.3853329783948	0.450607115988643	jc	7	ace	0.840442488359895
ther-ctrl107	-15.4054508	-63.5021694783948	32.6912678783948	0.709746729860204	jc	7	ace	0.999999984904248
ther-sub107	8.30593489999997	-39.7907837783948	56.4026535783947	0.904240362360248	jc	7	ace	0.999999984904248
sub-ctrl108	-1.818238	-6.16258033212142	2.52610433212142	0.560066863044843	jc	7	invsimpson	0.951056937245959
ther-ctrl108	-0.8288568	-5.17319913212142	3.51548553212142	0.884483341975807	jc	7	invsimpson	0.999999984904248
ther-sub108	0.9893812	-3.35496113212142	5.33372353212142	0.839851675027951	jc	7	invsimpson	0.999999984904248
sub-ctrl109	-0.287439599999999	-1.15237498811014	0.577495788110139	0.691648364225952	jc	7	shannon	0.999999984904248
ther-ctrl109	-0.0284383999999998	-0.893373788110139	0.836496988110139	0.996343274224786	jc	7	shannon	0.999999984904248
ther-sub109	0.2590012	-0.605934188110139	1.12393658811014	0.740685095124352	jc	7	shannon	0.999999984904248
sub-ctrl110	-14.5	-74.0974957241316	45.0974957241316	0.746684068644652	jc	78	sobs	0.999999984904248
ther-ctrl110	-63.1	-112.962842353916	-13.2371576460836	0.0190881598486895	jc	78	sobs	0.155718961726361
ther-sub110	-48.6	-98.4628423539164	1.26284235391641	0.0550372981384474	jc	78	sobs	0.259507522672847
sub-ctrl111	-21.302381	-135.206814956283	92.6020529562834	0.838524802886555	jc	78	chao	0.999999984904248
ther-ctrl111	-92.557143	-187.856429736213	2.74214373621292	0.0557638239404281	jc	78	chao	0.259507522672847
ther-sub111	-71.254762	-166.554048736213	24.0445247362129	0.132747656110596	jc	78	chao	0.394614139667275
sub-ctrl112	2.65325799999999	-88.2241353600407	93.5306513600407	0.995588798372309	jc	78	ace	0.999999984904248
ther-ctrl112	-71.6475705	-147.681052839959	4.38591183995923	0.0622721758331737	jc	78	ace	0.262206114657981
ther-sub112	-74.3008285	-150.334310839959	1.73265383995924	0.0545088553983343	jc	78	ace	0.259507522672847
sub-ctrl113	-5.9915255	-18.8961375214446	6.91308652144456	0.387665772580189	jc	78	invsimpson	0.762621191961028
ther-ctrl113	-10.0675941	-20.8643671362738	0.72917893627376	0.0646702706982003	jc	78	invsimpson	0.267601120130484
ther-sub113	-4.0760686	-14.8728416362738	6.72070443627376	0.517125065426058	jc	78	invsimpson	0.905528918539724
sub-ctrl114	-0.433314999999999	-2.2701164619511	1.4034864619511	0.759244388146355	jc	78	shannon	0.999999984904248
ther-ctrl114	-1.1921545	-2.72893285989384	0.344623859893838	0.118930369722236	jc	78	shannon	0.359789353781554
ther-sub114	-0.7588395	-2.29561785989384	0.777938859893837	0.349256416635234	jc	78	shannon	0.731001802259793
sub-ctrl115	-14.1666666666666	-101.432622498563	73.0992891652297	0.874875957224132	jc	84	sobs	0.999999984904248
ther-ctrl115	-5.99999999999997	-88.7877547861339	76.7877547861339	0.9732289910821	jc	84	sobs	0.999999984904248
ther-sub115	8.16666666666667	-64.8452702551692	81.1786035885025	0.937794090762342	jc	84	sobs	0.999999984904248
sub-ctrl116	-104.0343915	-299.510308680739	91.4415256807386	0.303723773642332	jc	84	chao	0.683788101627715
ther-ctrl116	-94.8526785	-280.297416300472	90.5920593004722	0.327647155812656	jc	84	chao	0.714279704888355
ther-sub116	9.18171300000002	-154.365173055209	172.728599055209	0.98381893892839	jc	84	chao	0.999999984904248
sub-ctrl117	-38.427368	-148.770458124804	71.9157221248036	0.565478232528561	jc	84	ace	0.9512717930387
ther-ctrl117	-31.61022375	-136.290870406684	73.0704229066838	0.644923819756588	jc	84	ace	0.999999984904248
ther-sub117	6.81714425000001	-85.5025084616701	99.1367969616701	0.972227708359191	jc	84	ace	0.999999984904248
sub-ctrl118	-2.10742833333333	-19.3163801524932	15.1015234858265	0.926059536302013	jc	84	invsimpson	0.999999984904248
ther-ctrl118	-2.86501325	-19.1908584177929	13.4608319177929	0.855888027446753	jc	84	invsimpson	0.999999984904248
ther-sub118	-0.757584916666667	-15.1556270023085	13.6404571689752	0.985767663387373	jc	84	invsimpson	0.999999984904248
sub-ctrl119	-0.955949166666666	-3.68970895249925	1.77781061916591	0.563075129409145	jc	84	shannon	0.9512717930387
ther-ctrl119	-0.66565375	-3.25912599970152	1.92781849970152	0.723735484115188	jc	84	shannon	0.999999984904248
ther-sub119	0.290295416666667	-1.99693211828581	2.57752295161914	0.920873261312356	jc	84	shannon	0.999999984904248
