"d78_cc_ctrl"	"d78_cc_ther"	"MeanDecreaseAccuracy"	"MeanDecreaseGini"
"imidazole propionate"	5.41922356644705	5.28434651930679	5.54231839959564	0.0844666666666666
"imidazole lactate"	0	0	0	0.000857142857142857
"indole-3-carboxylic acid"	7.29440380418787	7.28241423437218	7.6704891590351	0.0990890476190475
"indoleacetate"	-1.41449648996668	-1.89805001714514	-1.92987607968579	0.00969047619047619
"indoleacrylate"	-0.412088689637948	-0.108465356515705	-0.305394807390582	0.0112238095238095
"indolelactate"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.00116666666666667
"indolepropionate"	0	0.852864894215877	0.447222540040205	0.0122642857142857
"indolin-2-one"	-0.686026624935565	-0.816551019477037	-0.727645398532215	0.00454
"inosine"	1.0001000150025	1.0001000150025	1.0001000150025	0.00116666666666667
"isobutyrylglycine (C4)"	0	0	0	0.00219444444444444
"isoleucine"	0	0	0	0
"isoleucylglycine"	3.17139825265949	3.19605461988336	3.32548495865648	0.0451642857142857
"isovalerate (C5)"	-0.372109356086687	-0.97342074996114	-0.764360359951276	0.00946507936507936
"isovalerylglycine"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.00142222222222222
"itaconate"	0	0	0	0.00032
"kynurenate"	1.34188234706475	1.41449648996668	1.40027448069996	0.00188888888888889
"kynurenine"	0	0	0	0.00346666666666667
"L-urobilin"	3.73317163314908	3.92303591145407	3.94106203599039	0.0351133333333333
"lactate"	0	0	0	0.0014
"lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)"	0	0	0	0
"lanosterol"	0	0	0	0.00124285714285714
"leucine"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.00141666666666667
"leucylalanine"	-0.447222540040205	0.632480831772952	0	0.0103
"leucylglycine"	4.16094649751029	3.78510625289061	4.25320646141569	0.0557447619047619
"linoleate (18:2n6)"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.00116666666666667
"linolenate (18:3n3 or 3n6)"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.00223333333333333
"linoleoyl ethanolamide"	0	-1.0001000150025	-1.0001000150025	0.000833333333333333
"linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*"	-1.71841859868114	-0.39606523002732	-1.20843674085683	0.00875
"lithocholate"	1.0001000150025	1.0001000150025	1.0001000150025	0.00881047619047619
"lysine"	-1.0001000150025	0	-0.557103304212337	0.00735888888888889
"lysylleucine"	6.11363239108336	6.10649977721882	6.31556060003575	0.0923028571428571
"malate"	0	1.0001000150025	1.0001000150025	0.00032
"maleate"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.00140952380952381
"malonate"	0	-1.0001000150025	-0.343001205617056	0.00218666666666667
"malonylcarnitine"	0	0	0	0.000342857142857143
"maltose"	1.0001000150025	0	1.0001000150025	0.000986666666666667
"maltotriose"	0	0	0	0.00103363636363636
"mannitol/sorbitol"	1.03490377828596	2.11152020790636	1.70257977128505	0.01065
"mannose"	0	0	0	0.000342857142857143
"margarate (17:0)"	-1.0001000150025	-1.38701725030211	-1.26511349842314	0.00288333333333333
"mead acid (20:3n9)"	0	0	0	0
"methionine"	0	-1.0001000150025	-1.0001000150025	0.00514285714285714
