"d7_cc_ctrl"	"d7_cc_ther"	"MeanDecreaseAccuracy"	"MeanDecreaseGini"
"2-hydroxyphenylacetate"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.00405619047619048
"2-hydroxystearate"	0	0	0	0.00411904761904762
"2-isopropylmalate"	0	0	0	0.000666666666666667
"2-linoleoylglycerol (18:2)"	0	0	0	0.00116666666666667
"2-oleoylglycerol (18:1)"	0	0	0	0.00123333333333333
"2-oxindole-3-acetate"	0	0	0	0.0019
"3-(4-hydroxyphenyl)lactate (HPLA)"	0	0	0	0.00173333333333333
"3-(2-hydroxyphenyl)propionate"	0	0	0	0
"3-(3-hydroxyphenyl)propionate"	0	0.2000008000048	0.108465356515705	0.00323333333333333
"3-(4-hydroxyphenyl)propionate"	-0.2000008000048	0	-0.128037089829937	0.00257619047619048
"3-carboxyadipate"	-1.34188234706475	-1.34188234706475	-1.40584162388088	0.0143666666666667
"3-hydroxy-2-ethylpropionate"	1.40027448069996	0.45091880663251	1.08618666088313	0.0092
"3-hydroxy-3-methylglutarate"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.0110666666666667
"3-hydroxybenzoate"	0	0	0	0.001
"3-hydroxybutyrate (BHBA)"	2.03171567104689	2.49043253180433	2.35972818301587	0.0250866666666667
"3-hydroxyhexanoate"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.00470952380952381
"3-hydroxyindolin-2-one"	-1.38701725030211	-1.41449648996668	-1.40584162388088	0.00316666666666667
"3-hydroxyphenylacetate"	0	0	0	9e-04
"3-hydroxysebacate"	1.0001000150025	1.26511349842314	1.3782589832074	0.00909492063492063
"3-methyl-2-oxobutyrate"	2.6518576139191	2.46782649807754	2.64957209196322	0.0243061904761905
"3-methyl-2-oxovalerate"	1.17685977192638	0.128037089829937	0.7748044349863	0.00892380952380952
"3-methyladipate"	0	0	0	9e-04
"3-methylglutaconate"	0	0	0	0.00116666666666667
"3-methylglutarate/2-methylglutarate"	0	0	0	0.000666666666666667
"3-methylhistidine"	-1.05056739395228	-1.40027448069996	-1.29798999629985	0.0160888888888889
"3-phenylpropionate (hydrocinnamate)"	0	0	0	0
"3-sulfo-L-alanine"	-1.38701725030211	-1.26511349842314	-1.40584162388088	0.003
"3-ureidopropionate"	0	0	0	0
"4-acetamidobutanoate"	1.0001000150025	1.0001000150025	1.0001000150025	0.00223333333333333
"4-cholesten-3-one"	0.725904433896622	0.508013618198785	0.619609338146831	0.00771428571428571
"4-ethylphenyl sulfate"	-1.73257065675498	-1.70610212367578	-1.72379286398921	0.00766666666666667
"4-guanidinobutanoate"	1.0001000150025	1.0001000150025	1.0001000150025	0.00383888888888889
"4-hydroxybenzoate"	0	0	0	0.00151666666666667
"4-hydroxybutyrate (GHB)"	0	0	0	0.0012
"4-hydroxymandelate"	0	0	0	0
"4-hydroxyphenylacetate"	0	0	0	0.00151047619047619
"4-hydroxyphenylpyruvate"	0.60002160116647	-0.898098940388469	0	0.0143206349206349
"4-imidazoleacetate"	0	0	0	0
"4-methyl-2-oxopentanoate"	0.632480831772952	-0.2000008000048	0.128037089829937	0.00378333333333333
"4-methylthio-2-oxobutanoate"	0	0	0	0.00588095238095238
"5-(2-Hydroxyethyl)-4-methylthiazole"	1.66712982262021	1.71549048167036	1.73257065675498	0.0103866666666667
"5-aminovalerate"	0	0	0	0
"5-hydroxyhexanoate"	0	0	0	0.000342857142857143
"5-hydroxyindoleacetate"	0.710778221792082	0.395669587497871	0.455582907201846	0.0054
"5-hydroxylysine"	1.12738622382373	1.08655720945547	1.00607201952509	0.0154866666666667
"5-methyl-2'-deoxycytidine"	1.0001000150025	1.0001000150025	1.0001000150025	0.00673333333333333
"5-methyluridine (ribothymidine)"	0	0	0	0.000746666666666667
"5-oxoproline"	-0.577369515160903	-1.0001000150025	-0.896330162714078	0.01032
"6-hydroxydaidzein"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.000366666666666667
"6-hydroxynicotinate"	0	0	0	0
"6-oxopiperidine-2-carboxylate"	0	0	0	0.0029
"7-methylguanine"	0	0	0	0
"8-hydroxyguanine"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.000685714285714286
"8-hydroxyoctanoate"	1.0001000150025	1.0001000150025	1.0001000150025	0.0027
"9,10-DiHOME"	1.41449648996668	1.38701725030211	1.41032841017465	0.00992380952380952
"acetylcarnitine (C2)"	-1.0001000150025	0	-1.0001000150025	0.000857142857142857
"acetylphosphate"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.00181333333333333
"acisoga"	0	0	0	0
"adenine"	1.0001000150025	1.0001000150025	1.0001000150025	0.0097
"adenosine"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.00223333333333333
"AMP"	1.0001000150025	1.0001000150025	1.0001000150025	0.00674047619047619
"adipate"	0	0	0	0
"agmatine"	0	0	0	0.00186666666666667
"alanine"	-0.660954817602895	0.60002160116647	-0.0687584388156862	0.0153261904761905
"alanylleucine"	-1.0001000150025	-1.0001000150025	-1.0001000150025	9e-04
"allo-threonine"	1.0001000150025	0	1.0001000150025	0.00032
"alpha-hydroxyisocaproate"	1.34188234706475	1.0001000150025	1.34188234706475	0.0134114285714286
"alpha-hydroxyisovalerate"	0	0	0	0.00222222222222222
"alpha-ketoglutarate"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.007
"alpha-tocopherol"	3.22664595883638	3.16779329765181	3.36299628766694	0.02795
"alpha-tocopherol acetate"	2.44116246134091	2.5944695110032	2.5178209666072	0.0156261904761905
"alpha-tocotrienol"	0	0	0	0.00236666666666667
"anserine"	-1.27941367386698	-1.40584162388088	-1.4608731507592	0.00573333333333333
"arabinose"	0	1.23643405442997	0.767447969016031	0.00963333333333333
"arabitol/xylitol"	3.75619120275933	3.55621304287823	3.89803630388493	0.0302533333333333
"arabonate/xylonate"	0	0	0	0.00326666666666667
"arachidate (20:0)"	0	0	0	0.00125555555555556
"arachidonate (20:4n6)"	1.0001000150025	1.0001000150025	1.0001000150025	0.0032
"arginine"	2.75759362910029	2.78909918973124	2.80803373255024	0.0279133333333333
"argininosuccinate"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.00673333333333333
"asparagine"	-1.41449648996668	-1.66494077351926	-1.70296774041814	0.00632380952380952
"aspartate"	-1.61398886622047	-1.70300675822543	-1.44247375872379	0.0190238095238095
"azelate (nonanedioate; C9)"	0	0	0	0.00104285714285714
"benzoate"	0	0	0	0
"beta-alanine"	1.61666643932296	1.12738622382373	1.42192132490445	0.0121533333333333
"beta-guanidinopropanoate"	-1.57181676187063	-1.38701725030211	-1.61266413766309	0.00265333333333333
"beta-hydroxyisovalerate"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.00226666666666667
"beta-sitosterol"	0	0	0	0
"betaine"	0.377969872617405	1.19328739806572	0.87293807304533	0.017567619047619
"bilirubin"	3.30024216415352	2.95606527904216	3.25530905549045	0.0361204761904762
"biliverdin"	-2.14702711934988	-2.43839111126193	-2.46100476890981	0.0193
"cadaverine"	0	0	0	0.00126666666666667
"campesterol"	0	0	0	0.00205714285714286
"caprate (10:0)"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.00273333333333333
"caproate (6:0)"	0	0	0	0.00206666666666667
"carboxyethyl-GABA"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.0089
"carnitine"	0	0	0	0
"carnosine"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.00246666666666667
"catechol sulfate"	0	0	0	0
"chenodeoxycholate"	3.06740555859289	3.09926576179442	3.23835273306172	0.0310204761904762
"chiro-inositol"	1.0001000150025	0	1.0001000150025	0.00683333333333333
"cholate"	2.43194075814173	2.53536995592572	2.61630744231662	0.0216238095238095
"cholesterol"	0	-1.0001000150025	-0.447222540040205	0.00500333333333333
"choline"	0	0	0	0.00116666666666667
"phosphocholine"	0	0	0	0.00223333333333333
"citrate"	0.898098940388469	0.710778221792082	0.767447969016031	0.0133333333333333
"citrulline"	0	0	0	0.00183333333333333
"coprostanol"	0	0	0	0.00226666666666667
"creatine"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.00116666666666667
"creatinine"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.00856666666666667
"cysteine"	3.19827097027475	3.11897841460094	3.38944891252178	0.0338333333333333
"cysteine s-sulfate"	6.07205793591136	5.94222595843074	6.26599394772526	0.0833666666666666
"cysteine sulfinic acid"	0	0	0	0
"cysteinylglycine"	0	0	0	0.000688888888888889
"cystine"	6.88206956767537	6.77581142295293	7.13740601907958	0.0848555555555555
"cytidine"	0	0	0	0.00146666666666667
"cytosine"	0	0	0	0
"D-urobilin"	0	0	0	0
"daidzein"	0	0	0	0.0019
"delta-tocopherol"	-0.277352231599525	0.2000008000048	0	0.0109533333333333
"deoxycarnitine"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.00484285714285714
"deoxycholate"	0	0	0	0.000355555555555556
"dihomolinoleate (20:2n6)"	0	0	0	0
"dihomolinolenate (20:3n3 or 3n6)"	0	0	0	0.00106666666666667
"dihydroferulic acid"	0	0	0	0.00116666666666667
"dihydroorotate"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.00116666666666667
"dihydroxyacetone phosphate (DHAP)"	0	0	0	0
"dimethyl sulfone"	4.17210060706164	4.20495883090033	4.43215331642095	0.0356033333333333
"dimethylarginine (ADMA + SDMA)"	0	0	0	0.000653333333333333
"dimethylglycine"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.00116666666666667
"dimethylmalonic acid"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.00296666666666667
"docosadienoate (22:2n6)"	0	0	0	0.000333333333333333
"docosapentaenoate (n6 DPA; 22:5n6)"	-1.0001000150025	0	-1.0001000150025	0.00264222222222222
"dodecanedioate (C12)"	1.0001000150025	1.0001000150025	1.0001000150025	0.00263333333333333
"ectoine"	0	-1.0001000150025	-0.318002579774592	0.0017
"eicosapentaenoate (EPA; 20:5n3)"	0	0	0	0.000333333333333333
"eicosenoate (20:1n9 or 1n11)"	0	0	0	0.0033
"enterodiol"	-1.34188234706475	-1.26511349842314	-1.41449648996668	0.00206666666666667
"enterolactone"	0	0	0	0.00116666666666667
"equol"	1.41449648996668	1.41449648996668	1.41449648996668	0.0045
"equol sulfate"	0	0	0	0
"ergothioneine"	-1.74660832316042	-1.98758326284912	-1.98251920441664	0.0133904761904762
"erucate (22:1n9)"	0	0	0	0
"erythritol"	-0.632480831772952	0.447222540040205	-0.2000008000048	0.0042
"erythronate*"	-0.447222540040205	0.277352231599525	0	0.0067
"erythrose"	3.47859784696522	3.62143686748478	3.64792846628331	0.0293133333333333
"ethylmalonate"	1.0001000150025	-0.727645398532215	0.128037089829937	0.0095
"ferulate"	0	0	0	0.000366666666666667
"FMN"	0	0	0	0
"FAD"	0	0	0	0.00242
"formiminoglutamate"	0	0	0	0.00318952380952381
"fructose"	2.26811040487608	0.721147755751139	1.76853880177887	0.0317466666666667
"fucose"	1.60632445314792	0.83210790380235	1.42841881579793	0.0182561904761905
"fumarate"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.00363333333333333
"galactitol (dulcitol)"	0	0	0	0.00189285714285714
"galactonate"	1.0001000150025	1.0001000150025	1.0001000150025	0.0034
"gamma-aminobutyrate (GABA)"	1.97642991813567	1.92987607968579	1.97986698646558	0.0126
"gamma-CEHC"	0	0	0	0.00255333333333333
"gamma-glutamyl-alpha-lysine"	0	0	0	0.000833333333333333
"gamma-glutamyl-epsilon-lysine"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.000666666666666667
"gamma-glutamylalanine"	0	0	0	0
"gamma-glutamylglutamate"	0	0	0	0.0077
"gamma-glutamylglutamine"	-1.0001000150025	-1.0001000150025	-1.0001000150025	9e-04
"gamma-glutamylglycine"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.00106666666666667
"gamma-glutamylhistidine"	-1.66494077351926	-1.57181676187063	-1.73257065675498	0.00377619047619048
"gamma-glutamylisoleucine*"	1.73257065675498	1.66712982262021	1.71367533644276	0.00976666666666667
"gamma-glutamylmethionine"	2.64760528388106	2.47390571910915	2.74769801484055	0.0175142857142857
"gamma-glutamylphenylalanine"	0	0	0	0.0043
"gamma-glutamylthreonine"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.0033
"gamma-glutamyltyrosine"	-1.698238938219	-1.73257065675498	-1.72583818561961	0.00356666666666667
"gamma-tocopherol/beta-tocopherol"	0	0	0	0.003
"gamma-tocotrienol"	0	0	0	0
"genistein"	1.0001000150025	1.0001000150025	1.0001000150025	0.00303333333333333
"gentisate"	0	0	0	0.000366666666666667
"gluconate"	2.97306708177205	3.09581536850034	3.266718283048	0.0240133333333333
"glucose"	1.0001000150025	1.0001000150025	1.0001000150025	0.00356666666666667
"glucose 6-phosphate"	1.26511349842314	1.34188234706475	1.41449648996668	0.00442380952380952
"glucuronate"	1.0001000150025	1.0001000150025	1.0001000150025	0.00906666666666667
"glutamate"	0	0	0	0
"glutamate, gamma-methyl ester"	1.73257065675498	1.70610212367578	1.72379286398921	0.0156333333333333
"glutamine"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.00319047619047619
"glutamyl-meso-diaminopimelate"	-0.727645398532215	-0.333337037098767	-0.507686167430468	0.00366666666666667
"glutarate (pentanedioate)"	0	0	0	0
"glutaroylcarnitine (C5)"	1.83891159036711	1.71549048167036	1.94330518584118	0.0112904761904762
"glycerate"	-0.632480831772952	-1.38701725030211	-1.20546194356452	0.0158666666666667
"glycerol"	3.15886424950661	3.07641176630994	3.39973355632338	0.0353142857142857
"glycerophosphoethanolamine"	-1.38701725030211	-1.0001000150025	-1.41449648996668	0.0129571428571429
"glycerophosphoglycerol"	2.97454594051885	2.87737931757625	2.78224042224368	0.0239
"glycerophosphoinositol*"	0	0	0	0
"glycerophosphorylcholine (GPC)"	0	0	0	0.00296666666666667
"glycine"	2.78367246705227	2.59409412100182	2.75912197541118	0.03088
"glycitein"	1.0001000150025	1.0001000150025	1.0001000150025	0.00503333333333333
"glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)"	0	0	0	0.00106666666666667
"glycosyl-N-stearoyl-sphingosine (d18:1/18:0)"	0	0	0	0
"glycylisoleucine"	3.18278856287144	3.31405739036016	3.58048069060921	0.0320095238095238
"glycylleucine"	0	-1.0001000150025	-1.0001000150025	0.00248
"glycylvaline"	4.11379474241126	3.96139764134756	4.37887961594576	0.0483222222222222
"guanidinoacetate"	0	0	0	0.00116666666666667
"guanine"	1.70610212367578	1.71549048167036	1.73257065675498	0.0051
"guanosine"	3.78640453962023	3.23811600367718	3.77463461400435	0.0401466666666667
"heme"	0	0	0	0.00460952380952381
"histamine"	0	0	0	0
"histidine"	6.11068615790967	6.13948632264909	6.39811836283278	0.0763666666666666
"homoarginine"	0	0	0	0
"homocitrulline"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.000666666666666667
"hydantoin-5-propionic acid"	0.447222540040205	0.632480831772952	0.690704936263913	0.0201071428571429
"hypotaurine"	0	0	0	0.00587619047619048
"hypoxanthine"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.00395
"I-urobilinogen"	0	0	0	0.00116666666666667
"imidazole propionate"	6.24306115965309	6.18407762144547	6.45254818115804	0.0790666666666666
"imidazole lactate"	0	0	0	0
"indole-3-carboxylic acid"	0	0	0	0
"indoleacetate"	0	0	0	0
"indoleacrylate"	0	0	0	0
"indolelactate"	6.86827707700429	6.86616221165574	7.2259424359854	0.0873866666666666
"indolepropionate"	0	0	0	0
"indolin-2-one"	0	0	0	0
"inosine"	6.32950670301398	6.27333596922621	6.62840775282145	0.0827961904761904
"isobutyrylglycine (C4)"	2.13816367881798	1.85887735401697	2.03182754708504	0.0329466666666667
"isoleucine"	2.59983169041863	2.6873189433929	2.91893525221816	0.0243371428571429
"isoleucylglycine"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.00196666666666667
"isovalerate (C5)"	-1.0001000150025	-0.277352231599525	-0.447222540040205	0.005
"isovalerylglycine"	-0.577369515160903	-1.0001000150025	-0.81155611689995	0.004
"itaconate"	1.0001000150025	1.0001000150025	1.0001000150025	0.00676666666666667
"kynurenate"	1.0001000150025	1.0001000150025	1.0001000150025	0.00336285714285714
"kynurenine"	0	0	0	0.000366666666666667
"L-urobilin"	0	0	0	0.000333333333333333
"lactate"	0	0	0	0.00459047619047619
"lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)"	-0.277352231599525	-1.0001000150025	-0.318002579774592	0.00187619047619048
"lanosterol"	0	0	0	0.00398666666666667
"leucine"	3.57599269926076	3.36528838966831	3.66840438091078	0.0345038095238095
"leucylalanine"	0	0	0	0
"leucylglycine"	1.0001000150025	1.0001000150025	1.0001000150025	0.0130628571428571
"linoleate (18:2n6)"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.0012
"linolenate (18:3n3 or 3n6)"	0	0	0	3e-04
"linoleoyl ethanolamide"	0	0	0	0.00116666666666667
"linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*"	-1.41449648996668	-1.0001000150025	-1.37224701077541	0.00161111111111111
"lithocholate"	0	0	0	0
"lysine"	0	0	0	0.000666666666666667
"lysylleucine"	0	0	0	0.00497777777777778
"malate"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.00106666666666667
"maleate"	2.46116423030564	2.16207226717605	2.54164283887674	0.0135644444444444
"malonate"	-0.0735215019507439	1.11702012996329	0.668590579256688	0.0102333333333333
"malonylcarnitine"	-1.66712982262021	-1.52788177900243	-1.70900018317	0.00483333333333333
"maltose"	0	0	0	0.000666666666666667
"maltotriose"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.00206666666666667
"mannitol/sorbitol"	2.13780525008448	1.94218287835072	2.0956816901989	0.0122761904761905
"mannose"	3.09880056094503	2.92169264882847	3.21157882891034	0.03438
"margarate (17:0)"	0.252428064545547	0.816551019477037	0.45084398092239	0.00456666666666667
"mead acid (20:3n9)"	1.73257065675498	2.00080048032022	1.97642991813567	0.00910952380952381
"methionine"	0	0	0	0.00629047619047619
"methionine sulfoxide"	-1.41449648996668	-1.38701725030211	-1.40584162388088	0.00226666666666667
"methyl glucopyranoside (alpha + beta)"	1.0001000150025	0	1.0001000150025	9e-04
"methyl indole-3-acetate"	-1.21285649954833	-1.38701725030211	-1.38701725030211	0.00451714285714286
"methylphosphate"	0	0	0	0.00106666666666667
"methylsuccinate"	-1.41449648996668	-1.38701725030211	-1.40584162388088	0.0035
"mevalonate"	0	1.0001000150025	1.0001000150025	0.00125555555555556
"mevalonolactone"	0	0	0	0.00361111111111111
"myo-inositol"	1.0001000150025	1.0001000150025	1.0001000150025	0.00167619047619048
"myristoleate (14:1n5)"	-1.57181676187063	-1.40027448069996	-1.69721475568169	0.00304444444444444
"N(1)-acetylspermine"	0	0	0	0
"N-acetyl-1-methylhistidine*"	0	0	0	0.0015
"N-acetyl-3-methylhistidine*"	0	0	0	0
"N-acetyl-beta-alanine"	0	0	0	0.00326666666666667
"N-acetyl-beta-glucosaminylamine"	-1.0001000150025	-1.0001000150025	-1.0001000150025	0.0029
"N-acetyl-cadaverine"	0	0	0	0
"N-acetylalanine"	3.33113012331013	3.556093669994	3.7561502072963	0.0377304761904762
"N-acetylarginine"	0	0	0	0.000342857142857143
